,Date,Close,Predicted
0,2019-03-27,44.98,45.064285
1,2019-03-28,45.07,45.19531
2,2019-03-29,45.98,45.23488
3,2019-04-01,47.169998,46.080532
4,2019-04-02,46.869999,47.23656
5,2019-04-03,48.0,47.01734
6,2019-04-04,48.049999,48.067966
7,2019-04-05,48.669998,48.218338
8,2019-04-08,48.610001,48.811974
9,2019-04-09,48.639999,48.801853
10,2019-04-10,50.400002,48.836456
11,2019-04-11,49.599998,50.48863
12,2019-04-12,50.189999,49.856487
13,2019-04-15,49.299999,50.309406
14,2019-04-16,50.299999,49.512283
15,2019-04-17,50.27,50.433052
16,2019-04-18,50.369999,50.479797
17,2019-04-22,49.790001,50.58136
18,2019-04-23,50.200001,49.97514
19,2019-04-24,49.580002,50.338898
20,2019-04-25,48.650002,49.800335
21,2019-04-26,49.349998,48.88162
22,2019-04-29,49.700001,49.499725
23,2019-04-30,49.240002,49.892998
24,2019-05-01,49.099998,49.43555
25,2019-05-02,49.220001,49.245716
26,2019-05-03,49.759998,49.37181
27,2019-05-06,48.299999,49.898098
28,2019-05-07,47.459999,48.565746
29,2019-05-08,49.060001,47.65914
30,2019-05-09,47.740002,49.151756
31,2019-05-10,48.459999,48.03998
32,2019-05-13,46.68,48.571342
33,2019-05-14,47.07,46.936478
34,2019-05-15,46.529999,47.178097
35,2019-05-16,46.799999,46.7266
36,2019-05-17,44.779999,47.013817
37,2019-05-20,42.700001,45.046406
38,2019-05-21,43.34,42.94772
39,2019-05-22,42.959999,43.478176
40,2019-05-23,41.52,43.24436
41,2019-05-24,40.860001,41.807507
42,2019-05-28,41.119999,41.033222
43,2019-05-29,41.450001,41.266766
44,2019-05-30,41.59,41.60195
45,2019-05-31,41.759998,41.78058
46,2019-06-03,42.779999,41.91193
47,2019-06-04,42.389999,42.844753
48,2019-06-05,41.810001,42.563328
49,2019-06-06,42.110001,41.997486
50,2019-06-07,42.810001,42.2688
51,2019-06-10,43.439999,42.987648
52,2019-06-11,43.900002,43.61146
53,2019-06-12,42.779999,44.056534
54,2019-06-13,42.389999,42.9763
55,2019-06-14,41.77,42.52522
56,2019-06-17,41.919998,42.001057
57,2019-06-18,43.830002,42.151047
58,2019-06-19,44.650002,43.959583
59,2019-06-20,45.490002,44.816154
60,2019-06-21,45.43,45.547863
61,2019-06-24,45.150002,45.51969
62,2019-06-25,43.939999,45.290833
63,2019-06-26,44.950001,44.175148
64,2019-06-27,45.360001,45.13553
65,2019-06-28,45.259998,45.607533
66,2019-07-01,46.48,45.461735
67,2019-07-02,46.209999,46.549797
68,2019-07-03,46.16,46.37261
69,2019-07-05,45.650002,46.277782
70,2019-07-08,44.84,45.838955
71,2019-07-09,45.02,45.080982
72,2019-07-10,45.560001,45.190323
73,2019-07-11,45.349998,45.758156
74,2019-07-12,45.419998,45.551697
75,2019-07-15,46.099998,45.543785
76,2019-07-16,46.099998,46.204548
77,2019-07-17,45.970001,46.253254
78,2019-07-18,45.549999,46.12942
79,2019-07-19,45.73,45.738075
80,2019-07-22,45.509998,45.886986
81,2019-07-23,46.16,45.704548
82,2019-07-24,46.900002,46.316643
83,2019-07-25,47.169998,47.04254
84,2019-07-26,47.360001,47.3102
85,2019-07-29,47.529999,47.4775
86,2019-07-30,47.169998,47.66884
87,2019-07-31,46.5,47.354626
88,2019-08-01,45.68,46.7108
89,2019-08-02,44.889999,45.91622
90,2019-08-05,42.330002,45.12629
91,2019-08-06,42.790001,42.666492
92,2019-08-07,43.400002,42.95747
93,2019-08-08,43.84,43.61364
94,2019-08-09,42.990002,44.018803
95,2019-08-12,42.77,43.146904
96,2019-08-13,43.360001,42.872353
97,2019-08-14,41.48,43.44769
98,2019-08-15,41.779999,41.780987
99,2019-08-16,41.889999,41.953262
100,2019-08-19,42.740002,42.099815
101,2019-08-20,42.220001,42.88904
102,2019-08-21,42.5,42.403538
103,2019-08-22,42.099998,42.632133
104,2019-08-23,41.360001,42.251537
105,2019-08-26,41.259998,41.564255
106,2019-08-27,41.240002,41.463993
107,2019-08-28,40.580002,41.462906
108,2019-08-29,40.900002,40.81051
109,2019-08-30,41.27,41.05203
110,2019-09-03,42.330002,41.439396
111,2019-09-04,43.619999,42.44162
112,2019-09-05,43.709999,43.719772
113,2019-09-06,43.779999,43.860027
114,2019-09-09,43.759998,43.886833
115,2019-09-10,43.349998,43.914814
116,2019-09-11,44.130001,43.57488
117,2019-09-12,44.450001,44.305237
118,2019-09-13,44.59,44.670177
119,2019-09-16,43.970001,44.758945
120,2019-09-17,44.139999,44.138462
121,2019-09-18,43.470001,44.27937
122,2019-09-19,43.16,43.682343
123,2019-09-20,42.77,43.36867
124,2019-09-23,42.869999,42.98722
125,2019-09-24,42.27,43.051357
126,2019-09-25,42.25,42.472984
127,2019-09-26,41.990002,42.41428
128,2019-09-27,40.889999,42.172604
129,2019-09-30,41.630001,41.115746
130,2019-10-01,41.48,41.756435
131,2019-10-02,41.09,41.699303
132,2019-10-03,41.68,41.282944
133,2019-10-04,41.419998,41.797844
134,2019-10-07,41.0,41.61772
135,2019-10-08,40.66,41.16959
136,2019-10-09,40.560001,40.85347
137,2019-10-10,40.93,40.76889
138,2019-10-11,41.66,41.099964
139,2019-10-14,41.490002,41.82717
140,2019-10-15,42.09,41.676327
141,2019-10-16,41.880001,42.190166
142,2019-10-17,42.049999,42.050453
143,2019-10-18,41.650002,42.21013
144,2019-10-21,41.549999,41.859417
145,2019-10-22,41.290001,41.754498
146,2019-10-23,40.59,41.493225
147,2019-10-24,40.389999,40.823193
148,2019-10-25,40.619999,40.58675
149,2019-10-28,41.099998,40.80644
150,2019-10-29,40.150002,41.272892
151,2019-10-30,40.369999,40.373837
152,2019-10-31,40.5,40.50451
153,2019-11-01,41.09,40.67009
154,2019-11-04,41.970001,41.256065
155,2019-11-05,42.380001,42.117596
156,2019-11-06,42.5,42.539734
157,2019-11-07,42.720001,42.62482
158,2019-11-08,41.790001,42.854992
159,2019-11-11,41.689999,42.026024
160,2019-11-12,42.200001,41.883163
161,2019-11-13,40.740002,42.40191
162,2019-11-14,40.880001,41.04142
163,2019-11-15,40.959999,41.031067
164,2019-11-18,41.91,41.155186
165,2019-11-19,42.82,42.051643
166,2019-11-20,42.450001,42.94523
167,2019-11-21,42.330002,42.63363
168,2019-11-22,42.599998,42.434113
169,2019-11-25,43.619999,42.73782
170,2019-11-26,42.990002,43.785484
171,2019-11-27,42.900002,43.237923
172,2019-11-29,42.150002,43.07148
173,2019-12-02,41.900002,42.345203
174,2019-12-03,41.689999,42.089653
175,2019-12-04,42.290001,41.91036
176,2019-12-05,42.209999,42.48042
177,2019-12-06,42.740002,42.395515
178,2019-12-09,42.549999,42.85357
179,2019-12-10,43.080002,42.70639
180,2019-12-11,43.959999,43.199688
181,2019-12-12,45.779999,44.089855
182,2019-12-13,45.84,45.883316
183,2019-12-16,46.360001,46.010048
184,2019-12-17,47.68,46.456474
185,2019-12-18,48.43,47.76325
186,2019-12-19,48.290001,48.594044
187,2019-12-20,48.150002,48.48882
188,2019-12-23,48.459999,48.339764
189,2019-12-24,48.34,48.62882
190,2019-12-26,48.810001,48.548622
191,2019-12-27,49.240002,49.00225
192,2019-12-30,48.619999,49.422035
193,2019-12-31,48.009998,48.814594
194,2020-01-02,49.880001,48.175465
195,2020-01-03,49.029999,49.966927
196,2020-01-06,48.77,49.301197
197,2020-01-07,49.779999,48.929684
198,2020-01-08,49.650002,49.886383
199,2020-01-09,50.48,49.851963
200,2020-01-10,51.43,50.58983
201,2020-01-13,52.310001,51.58869
202,2020-01-14,51.389999,52.444374
203,2020-01-15,51.169998,51.567818
204,2020-01-16,51.549999,51.3403
205,2020-01-17,51.599998,51.732708
206,2020-01-21,49.209999,51.83861
207,2020-01-22,49.880001,49.54686
208,2020-01-23,49.849998,50.00871
209,2020-01-24,48.93,50.06952
210,2020-01-27,47.419998,49.177414
211,2020-01-28,48.220001,47.65288
212,2020-01-29,49.529999,48.34422
213,2020-01-30,49.080002,49.648964
214,2020-01-31,47.91,49.297882
215,2020-02-03,49.439999,48.093597
216,2020-02-04,51.099998,49.46131
217,2020-02-05,50.84,51.21192
218,2020-02-06,51.419998,51.064713
219,2020-02-07,51.049999,51.539593
220,2020-02-10,51.959999,51.2105
221,2020-02-11,52.700001,52.06216
222,2020-02-12,53.490002,52.899445
223,2020-02-13,53.52,53.697548
224,2020-02-14,53.299999,53.680595
225,2020-02-18,52.849998,53.463688
226,2020-02-19,53.200001,53.048073
227,2020-02-20,52.259998,53.397366
228,2020-02-21,51.470001,52.553055
229,2020-02-24,49.41,51.7099
230,2020-02-25,50.41,49.699883
231,2020-02-26,51.049999,50.54541
232,2020-02-27,49.84,51.263317
233,2020-02-28,49.650002,50.10625
234,2020-03-02,50.220001,49.753567
235,2020-03-03,50.189999,50.32753
236,2020-03-04,51.23,50.364784
237,2020-03-05,51.68,51.362873
238,2020-03-06,50.09,51.865505
239,2020-03-09,47.759998,50.29738
240,2020-03-10,49.560001,47.98515
241,2020-03-11,47.630001,49.67136
242,2020-03-12,43.68,48.03182
243,2020-03-13,46.240002,44.085205
244,2020-03-16,42.060001,46.255577
245,2020-03-17,44.540001,42.574234
246,2020-03-18,42.279999,44.53322
247,2020-03-19,45.299999,42.64711
248,2020-03-20,45.25,45.301456
249,2020-03-23,46.419998,45.338715
250,2020-03-24,48.419998,46.521774
251,2020-03-25,49.25,48.40243
252,2020-03-26,51.099998,49.369312
253,2020-03-27,48.549999,51.145203
254,2020-03-30,49.639999,48.85462
255,2020-03-31,49.09,49.737892
256,2020-04-01,47.060001,49.3584
257,2020-04-02,48.82,47.446754
258,2020-04-03,47.810001,48.92223
259,2020-04-06,49.939999,48.134224
260,2020-04-07,49.470001,49.963436
261,2020-04-08,50.150002,49.650673
262,2020-04-09,49.470001,50.25756
263,2020-04-13,49.799999,49.59626
264,2020-04-14,51.450001,49.971054
265,2020-04-15,50.959999,51.577522
266,2020-04-16,53.110001,51.22157
267,2020-04-17,52.349998,53.15891
268,2020-04-20,52.459999,52.559677
269,2020-04-21,51.07,52.592175
270,2020-04-22,52.860001,51.30372
271,2020-04-23,52.459999,53.0086
272,2020-04-24,52.849998,52.737793
273,2020-04-27,53.299999,53.03795
274,2020-04-28,53.439999,53.441204
275,2020-04-29,54.049999,53.59803
276,2020-04-30,52.619999,54.17898
277,2020-05-01,51.049999,52.90018
278,2020-05-04,51.57,51.30201
279,2020-05-05,52.169998,51.73054
280,2020-05-06,52.560001,52.42288
281,2020-05-07,52.75,52.76783
282,2020-05-08,54.57,52.900005
283,2020-05-11,55.959999,54.59899
284,2020-05-12,55.349998,56.02984
285,2020-05-13,57.830002,55.546192
286,2020-05-14,56.0,57.843884
287,2020-05-15,54.009998,56.30238
288,2020-05-18,55.700001,54.258987
289,2020-05-19,55.400002,55.824883
290,2020-05-20,56.619999,55.76222
291,2020-05-21,55.150002,56.75935
292,2020-05-22,52.68,55.414177
293,2020-05-26,53.91,52.91395
294,2020-05-27,53.580002,53.940514
295,2020-05-28,52.25,53.91718
296,2020-05-29,54.32,52.559135
297,2020-06-01,55.18,54.36286
298,2020-06-02,56.360001,55.3372
299,2020-06-03,56.290001,56.402668
300,2020-06-04,55.52,56.428078
301,2020-06-05,56.0,55.70711
302,2020-06-08,55.779999,56.107975
303,2020-06-09,55.98,56.057575
304,2020-06-10,57.990002,56.227776
305,2020-06-11,55.880001,58.09684
306,2020-06-12,56.75,56.19336
307,2020-06-15,56.830002,56.79714
308,2020-06-16,58.080002,57.02727
309,2020-06-17,58.41,58.246124
310,2020-06-18,59.209999,58.586006
311,2020-06-19,58.950001,59.360104
312,2020-06-22,62.150002,59.08963
313,2020-06-23,64.0,62.117413
314,2020-06-24,62.970001,64.11219
315,2020-06-25,62.720001,63.146885
316,2020-06-26,62.200001,62.7763
317,2020-06-29,62.869999,62.36984
318,2020-06-30,64.0,63.038113
319,2020-07-01,65.019997,64.192726
320,2020-07-02,66.690002,65.17499
321,2020-07-06,67.989998,66.653046
322,2020-07-07,66.5,67.95004
323,2020-07-08,70.889999,66.61889
324,2020-07-09,71.279999,70.659744
325,2020-07-10,70.400002,71.38784
326,2020-07-13,68.139999,70.45269
327,2020-07-14,67.540001,68.22951
328,2020-07-15,69.809998,67.640594
329,2020-07-16,67.080002,69.80462
330,2020-07-17,67.559998,67.44276
331,2020-07-20,69.0,67.567276
332,2020-07-21,71.489998,68.90396
333,2020-07-22,69.839996,71.37241
334,2020-07-23,70.440002,69.90798
335,2020-07-24,68.82,70.35484
336,2020-07-27,68.330002,68.886986
337,2020-07-28,69.120003,68.38955
338,2020-07-29,70.419998,69.21229
339,2020-07-30,69.059998,70.49329
340,2020-07-31,68.489998,69.14448
341,2020-08-03,69.599998,68.45162
342,2020-08-04,71.190002,69.53758
343,2020-08-05,72.449997,71.159195
344,2020-08-06,72.57,72.4218
345,2020-08-07,67.220001,72.52995
346,2020-08-10,64.889999,67.4165
347,2020-08-11,65.949997,64.9344
348,2020-08-12,68.0,66.0782
349,2020-08-13,65.32,68.18821
350,2020-08-14,64.870003,65.58765
351,2020-08-17,66.089996,64.780594
352,2020-08-18,66.07,65.914894
353,2020-08-19,64.900002,66.11418
354,2020-08-20,66.260002,65.06723
355,2020-08-21,69.550003,66.292244
356,2020-08-24,69.959999,69.438866
357,2020-08-25,71.169998,69.97709
