,Date,Close,Predicted
0,2019-03-27,116.769997,118.495476
1,2019-03-28,116.93,117.43127
2,2019-03-29,117.940002,117.41907
3,2019-04-01,119.019997,118.469696
4,2019-04-02,119.190002,119.47008
5,2019-04-03,119.970001,119.64586
6,2019-04-04,119.360001,120.41808
7,2019-04-05,119.889999,119.8547
8,2019-04-08,119.93,120.35058
9,2019-04-09,119.279999,120.48724
10,2019-04-10,120.190002,119.8673
11,2019-04-11,120.330002,120.648796
12,2019-04-12,120.949997,120.86348
13,2019-04-15,121.050003,121.41528
14,2019-04-16,120.769997,121.53069
15,2019-04-17,121.769997,121.27539
16,2019-04-18,123.370003,122.191284
17,2019-04-22,123.760002,123.824394
18,2019-04-23,125.440002,124.26209
19,2019-04-24,125.010002,125.80826
20,2019-04-25,129.149994,125.503784
21,2019-04-26,129.889999,129.3933
22,2019-04-29,129.770004,130.40625
23,2019-04-30,130.600006,130.25511
24,2019-05-01,127.879997,130.97466
25,2019-05-02,126.209999,128.54323
26,2019-05-03,128.899994,126.78385
27,2019-05-06,128.149994,129.38013
28,2019-05-07,125.519997,128.86884
29,2019-05-08,125.510002,126.08238
30,2019-05-09,125.5,125.9012
31,2019-05-10,127.129997,125.99046
32,2019-05-13,123.349998,127.54225
33,2019-05-14,124.730003,124.09606
34,2019-05-15,126.019997,125.060875
35,2019-05-16,128.929993,126.41068
36,2019-05-17,128.070007,129.32233
37,2019-05-20,126.220001,128.58769
38,2019-05-21,126.900002,126.69342
39,2019-05-22,127.669998,127.21633
40,2019-05-23,126.18,128.1936
41,2019-05-24,126.239998,126.8739
42,2019-05-28,126.160004,126.73831
43,2019-05-29,124.940002,126.64539
44,2019-05-30,125.730003,125.44903
45,2019-05-31,123.68,126.16782
46,2019-06-03,119.839996,124.32801
47,2019-06-04,123.160004,120.48245
48,2019-06-05,125.830002,123.45438
49,2019-06-06,127.82,126.3596
50,2019-06-07,131.399994,128.22275
51,2019-06-10,132.600006,131.57527
52,2019-06-11,132.100006,132.89473
53,2019-06-12,131.490005,132.41841
54,2019-06-13,132.320007,131.99577
55,2019-06-14,132.449997,132.91525
56,2019-06-17,132.850006,133.07573
57,2019-06-18,135.160004,133.42575
58,2019-06-19,135.690002,135.5655
59,2019-06-20,136.949997,136.13419
60,2019-06-21,136.970001,137.29652
61,2019-06-24,137.779999,137.424
62,2019-06-25,133.429993,138.21483
63,2019-06-26,133.929993,134.1413
64,2019-06-27,134.149994,134.39717
65,2019-06-28,133.960007,134.75885
66,2019-07-01,135.679993,134.57219
67,2019-07-02,136.580002,136.06613
68,2019-07-03,137.460007,137.00534
69,2019-07-05,137.059998,137.7755
70,2019-07-08,136.960007,137.4772
71,2019-07-09,136.460007,137.44576
72,2019-07-10,137.850006,136.97218
73,2019-07-11,138.399994,138.32976
74,2019-07-12,138.899994,138.9431
75,2019-07-15,138.899994,139.36934
76,2019-07-16,137.080002,139.34079
77,2019-07-17,136.270004,137.61815
78,2019-07-18,136.419998,136.76817
79,2019-07-19,136.619995,136.97026
80,2019-07-22,138.429993,137.19667
81,2019-07-23,139.289993,138.85265
82,2019-07-24,140.720001,139.72981
83,2019-07-25,140.190002,141.04729
84,2019-07-26,141.339996,140.62523
85,2019-07-29,141.029999,141.7369
86,2019-07-30,140.350006,141.5702
87,2019-07-31,136.270004,140.92812
88,2019-08-01,138.059998,136.99242
89,2019-08-02,136.899994,138.47806
90,2019-08-05,132.210007,137.58559
91,2019-08-06,134.690002,132.98897
92,2019-08-07,135.279999,134.98048
93,2019-08-08,138.889999,135.83571
94,2019-08-09,137.710007,139.16844
95,2019-08-12,135.789993,138.20815
96,2019-08-13,138.600006,136.23125
97,2019-08-14,133.979996,138.75244
98,2019-08-15,133.679993,134.83711
99,2019-08-16,136.130005,134.21747
100,2019-08-19,138.410004,136.60254
101,2019-08-20,137.259995,138.92172
102,2019-08-21,138.789993,137.71172
103,2019-08-22,137.779999,139.09258
104,2019-08-23,133.389999,138.23106
105,2019-08-26,135.449997,134.03409
106,2019-08-27,135.740005,135.88571
107,2019-08-28,135.559998,136.44035
108,2019-08-29,138.119995,136.1057
109,2019-08-30,137.860001,138.41608
110,2019-09-03,136.039993,138.34048
111,2019-09-04,137.630005,136.44324
112,2019-09-05,140.050003,137.98119
113,2019-09-06,139.100006,140.5518
114,2019-09-09,137.520004,139.6851
115,2019-09-10,136.080002,138.04059
116,2019-09-11,136.119995,136.59239
117,2019-09-12,137.520004,136.60442
118,2019-09-13,137.320007,138.05673
119,2019-09-16,136.330002,137.94348
120,2019-09-17,137.389999,136.79872
121,2019-09-18,138.520004,137.7018
122,2019-09-19,141.070007,138.9464
123,2019-09-20,139.440002,141.46135
124,2019-09-23,139.139999,140.03244
125,2019-09-24,137.380005,139.54636
126,2019-09-25,139.360001,137.9085
127,2019-09-26,139.539993,139.81946
128,2019-09-27,137.729996,140.16498
129,2019-09-30,139.029999,138.36345
130,2019-10-01,137.070007,139.3563
131,2019-10-02,134.649994,137.65239
132,2019-10-03,136.279999,135.2302
133,2019-10-04,138.119995,136.70622
134,2019-10-07,137.119995,138.6595
135,2019-10-08,135.669998,137.64636
136,2019-10-09,138.240005,136.12073
137,2019-10-10,139.100006,138.51639
138,2019-10-11,139.679993,139.5622
139,2019-10-14,139.550003,140.17583
140,2019-10-15,141.570007,140.0428
141,2019-10-16,140.410004,141.90933
142,2019-10-17,139.690002,140.94586
143,2019-10-18,137.410004,140.2362
144,2019-10-21,138.429993,138.05171
145,2019-10-22,136.369995,138.90549
146,2019-10-23,137.240005,137.05757
147,2019-10-24,139.940002,137.72925
148,2019-10-25,140.729996,140.31218
149,2019-10-28,144.190002,141.17937
150,2019-10-29,142.830002,144.39641
151,2019-10-30,144.610001,143.34544
152,2019-10-31,143.369995,144.90677
153,2019-11-01,143.720001,143.93803
154,2019-11-04,144.550003,144.30476
155,2019-11-05,144.460007,145.09341
156,2019-11-06,144.059998,145.08513
157,2019-11-07,144.259995,144.57913
158,2019-11-08,145.960007,144.74341
159,2019-11-11,146.110001,146.41182
160,2019-11-12,147.070007,146.64278
161,2019-11-13,147.309998,147.53859
162,2019-11-14,148.059998,147.79382
163,2019-11-15,149.970001,148.52101
164,2019-11-18,150.339996,150.41286
165,2019-11-19,150.389999,150.91196
166,2019-11-20,149.619995,150.90135
167,2019-11-21,149.479996,150.1651
168,2019-11-22,149.589996,150.03685
169,2019-11-25,151.229996,150.1776
170,2019-11-26,152.029999,151.7771
171,2019-11-27,152.320007,152.57996
172,2019-11-29,151.380005,152.8058
173,2019-12-02,149.550003,151.89377
174,2019-12-03,149.309998,150.13817
175,2019-12-04,149.850006,149.88168
176,2019-12-05,149.929993,150.4802
177,2019-12-06,151.75,150.56009
178,2019-12-09,151.360001,152.1898
179,2019-12-10,151.130005,151.8803
180,2019-12-11,151.699997,151.57399
181,2019-12-12,153.240005,152.16512
182,2019-12-13,154.529999,153.76216
183,2019-12-16,155.529999,155.05501
