,Date,Close,Predicted
0,2019-03-27,353.369995,362.1516
1,2019-03-28,354.609985,355.36386
2,2019-03-29,356.559998,356.2352
3,2019-04-01,366.959991,358.26752
4,2019-04-02,367.720001,367.5084
5,2019-04-03,369.75,368.96106
6,2019-04-04,367.880005,370.69308
7,2019-04-05,365.48999,368.88672
8,2019-04-08,361.410004,366.98056
9,2019-04-09,364.709991,363.2094
10,2019-04-10,363.920013,366.31592
11,2019-04-11,367.649994,365.6975
12,2019-04-12,351.140015,368.86636
13,2019-04-15,348.869995,353.25467
14,2019-04-16,359.459991,349.98163
15,2019-04-17,354.73999,360.50696
16,2019-04-18,360.350006,356.9863
17,2019-04-22,377.339996,361.27402
18,2019-04-23,381.890015,377.70343
19,2019-04-24,374.230011,382.82373
20,2019-04-25,368.329987,375.34164
21,2019-04-26,374.850006,369.73083
22,2019-04-29,371.829987,376.02643
23,2019-04-30,370.540009,373.97418
24,2019-05-01,378.809998,372.51453
25,2019-05-02,379.059998,379.86465
26,2019-05-03,385.029999,380.3258
27,2019-05-06,378.670013,385.76236
28,2019-05-07,370.459991,380.35184
29,2019-05-08,364.369995,372.07874
30,2019-05-09,362.75,365.956
31,2019-05-10,361.040009,364.7217
32,2019-05-13,345.26001,362.9695
33,2019-05-14,345.609985,347.5767
34,2019-05-15,354.98999,346.6297
35,2019-05-16,359.309998,355.88678
36,2019-05-17,354.450012,360.69693
37,2019-05-20,348.109985,355.76437
38,2019-05-21,354.269989,349.21884
39,2019-05-22,359.730011,354.89743
40,2019-05-23,352.209991,361.15283
41,2019-05-24,354.390015,354.42868
42,2019-05-28,355.059998,355.48248
43,2019-05-29,349.190002,356.3117
44,2019-05-30,351.850006,350.85025
45,2019-05-31,343.279999,353.15253
46,2019-06-03,336.630005,345.40924
47,2019-06-04,353.399994,338.15826
48,2019-06-05,355.730011,353.95792
49,2019-06-06,357.130005,357.5851
50,2019-06-07,360.869995,358.1039
51,2019-06-10,352.01001,361.54312
52,2019-06-11,351.269989,353.60855
53,2019-06-12,345.559998,352.38773
54,2019-06-13,343.429993,347.78735
55,2019-06-14,339.730011,345.391
56,2019-06-17,350.619995,341.38336
57,2019-06-18,357.119995,351.61417
58,2019-06-19,363.519989,358.22974
59,2019-06-20,365.209991,364.30423
60,2019-06-21,369.209991,366.04758
61,2019-06-24,371.040009,370.00482
62,2019-06-25,360.299988,372.24673
63,2019-06-26,362.200012,362.46164
64,2019-06-27,370.019989,363.63593
65,2019-06-28,367.320007,371.46127
66,2019-07-01,374.600006,369.28354
67,2019-07-02,375.429993,375.4818
68,2019-07-03,381.720001,376.72937
69,2019-07-05,380.549988,382.47055
70,2019-07-08,376.160004,381.88232
71,2019-07-09,379.929993,377.877
72,2019-07-10,381.0,381.0568
73,2019-07-11,379.5,382.65182
74,2019-07-12,373.25,381.18085
75,2019-07-15,366.600006,374.92722
76,2019-07-16,365.98999,368.24603
77,2019-07-17,362.440002,367.3845
